id,AtomicOrbitals|HOMO_element,ElementFraction|Al,ElementFraction|K,ElementFraction|F,ElementProperty|MagpieData avg_dev Number,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData avg_dev Electronegativity,ElementFraction|B,ElementProperty|MagpieData mean Number,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData mean MeltingT,BandCenter|band center,Stoichiometry|0-norm,Miedema|Miedema_deltaH_ss_min,ElementProperty|MagpieData mean CovalentRadius,ValenceOrbital|frac p valence electrons,ElementProperty|MagpieData minimum NpValence,YangSolidSolution|Yang delta,ElementProperty|MagpieData avg_dev NpUnfilled,YangSolidSolution|Yang omega,ValenceOrbital|avg d valence electrons,ElementFraction|Te,ElementProperty|MagpieData range Column,AtomicOrbitals|HOMO_character,AtomicOrbitals|gap_AO,TMetalFraction|transition metal fraction,ElementProperty|MagpieData mean SpaceGroupNumber,ElementProperty|MagpieData mean GSbandgap,IonProperty|max ionic char,ElementProperty|MagpieData mean Column,ElementFraction|Se,ElementProperty|MagpieData minimum NdValence,ElementProperty|MagpieData mean Row,ElementProperty|MagpieData mean NValence,ElementFraction|S,ValenceOrbital|frac d valence electrons,ElementProperty|MagpieData mean GSvolume_pa,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData minimum MeltingT,ElementProperty|MagpieData mode NpValence,ElementProperty|MagpieData minimum Row,Miedema|Miedema_deltaH_inter,ElementProperty|MagpieData range GSbandgap,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData maximum Column,ElementProperty|MagpieData range GSvolume_pa,ElementProperty|MagpieData mode GSbandgap,ElementProperty|MagpieData mode NdValence,ElementProperty|MagpieData range SpaceGroupNumber,ElementProperty|MagpieData mode SpaceGroupNumber,AtomicOrbitals|LUMO_element,IonProperty|avg ionic char,ElementProperty|MagpieData range CovalentRadius,ElementProperty|MagpieData minimum GSvolume_pa,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData mode NValence,ElementProperty|MagpieData range NdValence,ElementProperty|MagpieData minimum NValence,ElementProperty|MagpieData avg_dev Column,ElementProperty|MagpieData minimum Number,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData mode CovalentRadius,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData minimum CovalentRadius,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData minimum SpaceGroupNumber,ValenceOrbital|avg p valence electrons,ElementProperty|MagpieData mode MeltingT,ElementProperty|MagpieData avg_dev GSbandgap,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData range MeltingT,ElementProperty|MagpieData mode GSvolume_pa,ElementProperty|MagpieData avg_dev NUnfilled,Stoichiometry|3-norm,ElementProperty|MagpieData mode Row,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData mode Number,ElementProperty|MagpieData maximum GSbandgap,ElementProperty|MagpieData maximum MeltingT,Miedema|Miedema_deltaH_amor,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData maximum Number,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData maximum GSvolume_pa,ElementProperty|MagpieData minimum Column,ElementProperty|MagpieData avg_dev SpaceGroupNumber,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData mode Column,ElementProperty|MagpieData mean NsValence,ElementProperty|MagpieData minimum AtomicWeight,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData range Electronegativity,ElementFraction|O,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData minimum Electronegativity
id1843,52,0.0,0.0,0.0,2.0,10.0,0.12250000000000005,0.0,50.0,80.0,777.5,-1.9728950137996542,3,0.0,140.75,0.16071428571428573,0.0,0.04241115425840645,1.375,6720895.425013293,10.0,0.5,5.0,2.0,0.0,0.25,167.0,0.232,0.025275098398206075,14.0,0.0,10.0,5.0,14.0,0.0,0.7142857142857143,27.52916666665,2.5,429.75,4.0,5.0,0.0,0.464,1.9775,16.0,18.4333333333,0.464,10.0,86.0,152.0,52,0.004409833185630541,7.0,16.33,2.1,16.0,0.0,11.0,2.0,47.0,90.0,138.0,16.0,0.0,138.0,65.0,90.0,139.0,2.25,722.66,0.232,127.6,805.1800000000001,34.7633333333,1.25,0.538608672507971,5.0,19.731799999999993,2.25,52.0,0.464,1234.93,0.0,2.1,52.0,25.0,34.7633333333,11.0,29.0,1.75,4.0,16.0,1.75,107.8682,10.0,0.32000000000000006,0.0,2.25,145.0,1.78
id1844,33,0.0,0.0,0.0,8.0,7.333333333333333,0.30222222222222217,0.0,45.0,85.0,635.5333333333333,-2.1773055395446486,3,0.0,133.33333333333334,0.2,1.0,0.0,1.3333333333333333,5804874.124041123,10.0,0.0,4.0,2.0,0.0,0.0,123.0,0.35400000000000004,0.1760125666682969,15.0,0.0,10.0,4.666666666666667,15.0,0.0,0.6666666666666666,29.816666666666666,3.0,386.85,1.0,4.0,0.0,1.062,2.2066666666666666,17.0,20.84,0.0,10.0,102.0,64.0,33,0.030132849399793115,23.0,22.175,2.66,13.0,0.0,13.0,1.3333333333333333,33.0,96.0,119.0,17.0,0.0,119.0,75.0,75.0,64.0,3.0,386.85,0.472,74.9216,703.15,22.175,1.3333333333333333,0.4807498567691361,4.0,51.982870000000005,3.0,33.0,1.062,1090.0,0.0,1.78,53.0,21.0,43.015,13.0,39.333333333333336,1.3333333333333333,5.0,13.0,2.0,74.9216,10.0,0.8800000000000001,0.0,3.0,142.0,1.78
id1845,79,0.0,0.0,0.0,11.25,3.375,0.285,0.0,71.5,68.25,1110.435,-2.3239687722945117,2,-0.09753562445510684,137.5,0.011363636363636364,0.0,0.03559008508703172,1.875,0.6292807407492284,10.0,0.0,2.0,1.0,0.0,0.0,203.5,0.0,0.13445853777823402,11.5,0.0,10.0,5.75,22.0,0.0,0.45454545454545453,18.59,2.0,429.75,0.0,5.0,-0.14743371820484186,0.0,2.35,13.0,7.560000000000002,0.0,10.0,86.0,225.0,79,0.02521097583341888,6.0,16.7,2.54,25.0,0.0,13.0,0.75,49.0,75.0,136.0,25.0,0.0,136.0,66.0,66.0,139.0,0.25,1337.33,0.0,196.966569,907.5799999999999,16.7,1.5,0.7591472429689157,6.0,82.148569,1.25,79.0,0.0,1337.33,-0.09443557713726237,2.54,79.0,9.0,24.26,11.0,32.25,0.375,1.0,11.0,1.25,114.818,10.0,0.76,0.0,0.25,142.0,1.78
id1846,16,0.0,0.0,0.0,24.3125,3.3125,0.33562499999999995,0.0,39.25,86.75,417.22375,-2.3570112722522762,4,0.0,122.25,0.25,1.0,0.0,0.875,4207678.531205408,5.0,0.0,4.0,2.0,0.0,0.0,63.375,1.283125,0.29397173014286027,15.5,0.0,0.0,4.125,14.0,0.5,0.35714285714285715,27.8484375,2.5,265.8,4.0,3.0,0.0,2.202,2.3875,17.0,8.690000000000001,2.202,0.0,127.0,70.0,16,0.03211664123297342,43.0,24.26,2.96,6.0,10.0,6.0,0.875,16.0,95.0,105.0,29.0,0.0,105.0,75.0,88.0,12.0,3.5,388.36,0.9623437499999999,32.065,278.59999999999997,25.786875,0.875,0.524792056726051,3.0,176.9154,2.5,16.0,2.202,544.4,0.0,2.58,83.0,20.0,32.95,13.0,25.6875,0.875,5.0,16.0,2.0,32.065,10.0,1.18,0.0,3.5,148.0,1.78
id1847,16,0.0,0.0,0.0,26.0,3.21875,0.35437500000000005,0.0,37.0,86.625,405.44874999999996,-2.376353693465556,4,0.0,120.0,0.27450980392156865,1.0,0.0,0.875,4088928.304966025,3.75,0.0,4.0,2.0,0.0,0.0,63.375,1.412625,0.3787986409945492,15.5,0.0,0.0,4.0,12.75,0.5,0.29411764705882354,27.225625,2.5,171.6,4.0,3.0,0.0,2.493,2.4125,17.0,8.690000000000001,2.202,0.0,127.0,70.0,16,0.038742257946198004,46.0,24.26,3.16,6.0,10.0,6.0,0.875,16.0,94.0,105.0,29.0,0.0,102.0,75.0,88.0,12.0,3.5,388.36,1.05946875,32.065,372.79999999999995,25.786875,0.875,0.524792056726051,3.0,176.9154,2.5,16.0,2.493,544.4,0.0,2.58,83.0,19.0,32.95,13.0,25.6875,0.875,5.0,16.0,2.0,32.065,10.0,1.3800000000000001,0.0,3.5,148.0,1.78
id1848,34,0.0,0.0,0.0,17.5625,3.6875,0.3243749999999999,0.0,48.25,87.25,470.04375000000005,-2.3432676491301754,4,0.0,129.75,0.18421052631578946,1.0,0.0,0.875,4740365.321011286,10.0,0.0,4.0,2.0,0.0,0.0,35.375,0.5816250000000001,0.29397173014286027,15.5,0.5,10.0,4.625,19.0,0.0,0.5263157894736842,27.915000000000003,2.5,265.8,4.0,4.0,0.0,1.457,2.3725,17.0,8.690000000000001,0.799,10.0,127.0,14.0,34,0.030893243987608645,28.0,24.26,2.96,16.0,0.0,13.0,0.875,34.0,95.0,120.0,29.0,0.0,120.0,75.0,89.0,12.0,3.5,494.0,0.43621875,78.96,278.59999999999997,25.92,0.875,0.524792056726051,4.0,130.0204,2.5,34.0,1.457,544.4,0.0,2.55,83.0,20.0,32.95,13.0,33.0625,0.875,5.0,16.0,2.0,78.96,10.0,1.18,0.0,3.5,148.0,1.78
id1849,29,0.0,0.0,0.0,3.95918367346939,8.0,0.3199999999999999,0.0,35.142857142857146,82.0,710.7028571428572,-2.245011789766861,4,0.0,124.85714285714286,0.18627450980392157,0.0,0.10610049572387661,1.1836734693877549,6817211.416921852,10.0,0.0,5.0,3.0,0.0,0.14285714285714285,92.14285714285714,0.5112857142857143,0.13776291023016607,14.571428571428571,0.5714285714285714,10.0,4.142857142857143,14.571428571428571,0.0,0.6862745098039216,23.145,2.5714285714285716,429.75,4.0,4.0,0.0,0.799,2.27,16.0,14.850000000000001,0.799,10.0,211.0,14.0,29,0.025571027971736517,22.0,11.07,2.55,16.0,0.0,11.0,1.6326530612244898,29.0,89.0,120.0,16.0,0.0,120.0,64.0,89.0,14.0,2.7142857142857144,494.0,0.3288163265306122,78.96,928.02,25.92,1.1020408163265307,0.5802211572065257,4.0,51.272,2.4285714285714284,34.0,0.799,1357.77,0.0,2.55,49.0,25.0,25.92,11.0,89.3061224489796,1.4693877551020407,4.0,16.0,1.8571428571428572,63.546,10.0,0.7699999999999998,0.0,2.7142857142857144,142.0,1.78
id1850,29,0.0,0.0,0.0,11.5,9.25,0.37000000000000005,0.0,27.5,78.75,641.06,-2.178227585828288,3,0.0,121.0,0.25,0.0,0.1755256510044481,1.375,5541475.525606458,5.0,0.0,5.0,3.0,0.0,0.25,126.0,1.101,0.14785621103378865,14.0,0.0,0.0,3.75,9.0,0.5,0.5555555555555556,21.7259375,2.5,388.36,4.0,3.0,0.0,2.202,2.21,16.0,14.716874999999998,2.202,0.0,155.0,70.0,29,0.03235268628549791,37.0,11.07,2.58,6.0,10.0,6.0,2.0,16.0,88.0,105.0,13.0,0.0,105.0,64.0,88.0,70.0,2.25,388.36,1.101,32.065,969.41,25.786875,1.25,0.538608672507971,3.0,82.753,2.25,16.0,2.202,1357.77,0.0,2.58,49.0,24.0,25.786875,11.0,56.0,1.75,4.0,16.0,1.75,32.065,10.0,0.8,0.0,2.25,142.0,1.78
id1851,34,0.0,0.0,0.0,4.6875,13.375,0.35749999999999993,0.0,33.25,75.625,923.19,-2.162865748134611,4,0.0,127.25,0.16346153846153846,0.0,0.0933522027897676,1.21875,9310320.285514718,9.0,0.0,8.0,2.0,0.04353399999999999,0.375,109.75,0.3995,0.13776291023016607,13.0,0.5,6.0,4.125,13.0,0.0,0.6923076923076923,20.05875,2.75,429.75,4.0,4.0,0.0,0.799,2.1925,16.0,15.190000000000001,0.799,10.0,215.0,14.0,29,0.0301831465791178,22.0,10.73,2.55,16.0,4.0,8.0,3.0,26.0,89.0,120.0,16.0,1.5,120.0,55.0,89.0,14.0,2.125,494.0,0.3995,78.96,1381.25,25.92,1.1875,0.524792056726051,4.0,58.973,1.625,34.0,0.799,1811.0,0.0,2.55,49.0,34.0,25.92,8.0,95.75,1.875,4.0,16.0,1.875,55.845,10.0,0.7699999999999998,0.0,2.125,142.0,1.78
id1852,16,0.0,0.0,0.0,29.091412742382275,9.373961218836564,0.42470914127423826,0.0,41.578947368421055,82.63157894736842,276.7447368421052,-2.429783390517822,4,0.0,116.10526315789474,0.1879699248120301,0.0,0.0,0.9362880886426593,2848849.7287082733,4.2105263157894735,0.0,5.0,2.0,0.0,0.0,107.42105263157895,1.3514210526315789,0.3787986409945492,14.631578947368421,0.0,0.0,4.2105263157894735,14.0,0.3157894736842105,0.3007518796992481,25.164834392015788,1.1578947368421053,171.6,0.0,3.0,0.0,2.493,2.476842105263158,17.0,1.5268749999999969,0.0,10.0,102.0,166.0,16,0.05172045221942324,40.0,24.26,3.16,26.0,10.0,6.0,2.1108033240997233,16.0,94.0,132.0,26.0,0.0,102.0,71.0,71.0,64.0,2.6315789473684212,234.32,1.138038781163435,200.59,258.15,25.2375862069,0.9362880886426593,0.4639557799733159,6.0,168.525,1.1578947368421053,80.0,2.493,429.75,0.0,2.0,80.0,23.0,25.786875,12.0,46.48753462603878,2.1108033240997233,5.0,12.0,2.0,32.065,10.0,1.3800000000000001,0.0,2.6315789473684212,142.0,1.78
id1854,16,0.0,0.0,0.0,9.222222222222221,4.0,0.2644444444444446,0.0,21.333333333333332,85.0,383.41499999999996,-2.3598831001542933,3,0.0,111.5,0.4761904761904762,1.0,0.17450419754767907,0.8888888888888888,2765541.983133696,1.6666666666666667,0.0,3.0,2.0,0.0,0.0,70.16666666666667,1.7388333333333332,0.14785621103378865,15.333333333333334,0.0,0.0,3.3333333333333335,7.0,0.6666666666666666,0.2380952380952381,24.99628968253333,2.6666666666666665,317.3,4.0,3.0,0.0,2.202,2.3816666666666664,16.0,3.216636904799998,2.202,0.0,137.0,70.0,16,0.02171732059815139,37.0,22.5702380952,2.58,6.0,10.0,5.0,0.8888888888888887,15.0,88.0,105.0,13.0,0.0,105.0,75.0,88.0,2.0,3.3333333333333335,388.36,0.6175555555555555,32.065,112.44999999999999,25.786875,0.8888888888888888,0.6735400034370317,3.0,83.84423799999999,2.6666666666666665,16.0,2.202,429.75,0.0,2.58,49.0,13.0,25.786875,13.0,22.944444444444446,0.8888888888888888,4.0,16.0,2.0,30.973762,10.0,0.8,0.0,3.3333333333333335,142.0,1.78
id1856,6,0.0,0.0,0.0,24.240000000000002,6.24,0.18160000000000012,0.0,57.8,68.2,2075.3900000000003,-2.2189777358289344,3,0.4648431920352043,125.2,0.033707865168539325,0.0,0.20891773505920852,2.16,0.5693305880320053,7.4,0.0,4.0,2.0,0.0,0.6,201.6,0.8992000000000001,0.13776291023016607,11.4,0.0,0.0,5.0,17.8,0.0,0.4157303370786517,14.992,3.0,429.75,0.0,2.0,0.0789315410555483,4.496,2.2339999999999995,14.0,18.62,0.0,9.0,86.0,225.0,6,0.014948140353376741,66.0,5.64,2.55,24.0,10.0,4.0,1.6800000000000002,6.0,77.0,136.0,24.0,0.4800000000000001,76.0,63.0,63.0,139.0,0.6,2041.4,1.4387200000000002,195.084,3393.25,15.02,1.2,0.6144633651371695,6.0,183.07330000000002,1.8,78.0,4.496,3823.0,0.20515514417561373,2.28,78.0,14.0,24.26,10.0,28.080000000000002,0.72,2.0,10.0,1.4,12.0107,10.0,0.7699999999999998,0.0,0.6,142.0,1.78
id1857,16,0.0,0.0,0.0,15.25,3.625,0.3262500000000001,0.0,31.25,86.5,507.06875,-2.3657142311432597,4,0.0,120.0,0.3333333333333333,1.0,0.0,0.875,5113760.40606548,5.0,0.0,4.0,2.0,0.0,0.0,101.875,1.283125,0.29397173014286027,15.5,0.0,0.0,3.875,10.5,0.5,0.47619047619047616,27.500937499999996,2.5,265.8,4.0,3.0,0.0,2.202,2.395,17.0,7.299999999999997,2.202,0.0,102.0,70.0,16,0.03093546885206907,37.0,24.26,2.96,6.0,10.0,6.0,0.875,16.0,95.0,105.0,17.0,0.0,105.0,75.0,88.0,64.0,3.5,388.36,0.9623437499999999,32.065,637.98,25.786875,0.875,0.524792056726051,3.0,89.69500000000001,2.5,16.0,2.202,903.78,0.0,2.58,51.0,20.0,31.56,13.0,41.34375,0.875,5.0,16.0,2.0,32.065,10.0,1.18,0.0,3.5,142.0,1.78
id1858,16,0.0,0.0,0.0,16.0,3.53125,0.3450000000000001,0.0,29.0,86.375,495.29375,-2.385128071742035,4,0.0,117.75,0.3783783783783784,1.0,0.0,0.875,4995010.179826097,3.75,0.0,4.0,2.0,0.0,0.0,101.875,1.412625,0.3787986409945492,15.5,0.0,0.0,3.75,9.25,0.5,0.40540540540540543,26.878124999999997,2.5,171.6,4.0,3.0,0.0,2.493,2.42,17.0,7.299999999999997,2.202,0.0,102.0,70.0,16,0.037526870984601855,40.0,24.26,3.16,6.0,10.0,6.0,0.875,16.0,94.0,105.0,15.0,0.0,102.0,75.0,88.0,64.0,3.5,388.36,1.05946875,32.065,732.18,25.786875,0.875,0.524792056726051,3.0,89.69500000000001,2.5,16.0,2.493,903.78,0.0,2.58,51.0,19.0,31.56,13.0,41.34375,0.875,5.0,16.0,2.0,32.065,10.0,1.3800000000000001,0.0,3.5,142.0,1.78
id1859,34,0.0,0.0,0.0,7.5625,4.0,0.31499999999999995,0.0,40.25,87.0,559.88875,-2.3519198614725725,4,0.0,127.5,0.22580645161290322,1.0,0.0,0.875,5646447.195871357,10.0,0.0,4.0,2.0,0.0,0.0,73.875,0.5816250000000001,0.29397173014286027,15.5,0.5,10.0,4.375,15.5,0.0,0.6451612903225806,27.5675,2.5,265.8,4.0,4.0,0.0,1.457,2.38,17.0,7.299999999999997,0.799,10.0,152.0,14.0,34,0.02975713813397298,22.0,24.26,2.96,16.0,0.0,13.0,0.875,34.0,95.0,120.0,17.0,0.0,120.0,75.0,89.0,14.0,3.5,494.0,0.43621875,78.96,637.98,25.92,0.875,0.524792056726051,4.0,42.80000000000001,2.5,34.0,1.457,903.78,0.0,2.55,51.0,20.0,31.56,13.0,62.34375,0.875,5.0,16.0,2.0,78.96,10.0,1.18,0.0,3.5,142.0,1.78
id1861,52,0.0,0.0,0.0,11.920000000000002,6.480000000000001,0.12480000000000006,0.0,43.8,84.6,856.9459999999999,-1.9914357418903956,3,0.0,133.4,0.23076923076923078,1.0,0.10727692304159907,1.2,6770344.08888943,8.0,0.6,3.0,2.0,0.0,0.0,164.4,0.433,0.025275098398206075,15.0,0.0,0.0,4.6,13.0,0.0,0.6153846153846154,29.79799999998,3.0,429.75,4.0,3.0,0.0,0.773,1.996,16.0,14.323333333299995,0.464,10.0,88.0,152.0,52,0.004370772868644837,31.0,20.44,2.1,16.0,10.0,4.0,1.2,14.0,90.0,138.0,16.0,0.0,111.0,75.0,90.0,139.0,3.0,722.66,0.17320000000000002,127.6,1257.25,34.7633333333,1.2,0.6144633651371695,5.0,99.5145,3.0,52.0,0.773,1687.0,0.0,2.1,52.0,15.0,34.7633333333,13.0,25.040000000000003,1.2,4.0,16.0,2.0,28.0855,10.0,0.32000000000000006,0.0,3.0,142.0,1.78
id1862,33,0.0,0.0,0.0,8.166666666666666,3.6666666666666665,0.2016666666666667,0.0,41.5,82.0,685.6516666666666,-2.088001880397557,4,0.0,129.66666666666666,0.1724137931034483,1.0,0.14410054752595303,0.8333333333333334,7579745.098818683,10.0,0.0,3.0,2.0,0.0,0.0,127.83333333333333,0.13316666666666668,0.13776291023016607,14.5,0.16666666666666666,10.0,4.5,14.5,0.0,0.6896551724137931,26.850000000000005,3.5,429.75,2.0,4.0,0.0,0.799,2.1016666666666666,16.0,11.109999999999996,0.0,10.0,152.0,141.0,33,0.01428918047721233,23.0,22.175,2.55,14.0,0.0,13.0,0.8333333333333334,33.0,89.0,119.0,16.0,0.0,119.0,75.0,80.0,14.0,2.5,505.08,0.2219444444444445,74.9216,660.25,22.175,0.8333333333333334,0.4367902323681494,4.0,43.788399999999996,3.5,33.0,0.799,1090.0,0.0,1.96,50.0,14.0,33.285,13.0,37.94444444444445,0.8333333333333334,4.0,14.0,2.0,74.9216,10.0,0.7699999999999998,0.0,2.5,142.0,1.78
id1864,16,0.0,0.0,0.0,22.932009145871035,10.526168132530966,0.1428551389414917,0.0,31.307116104868918,80.97378277153558,978.2209737827717,-2.4788808842745014,2,0.0,114.03370786516855,0.2918642831083546,0.0,0.1285684631771936,0.7518691523236404,4581778.951063537,1.7565543071161052,0.0,7.0,2.0,0.0,0.250936329588015,108.89513108614233,1.649438202247191,0.0,14.243445692883896,0.0,0.0,3.752808988764045,10.265917602996256,0.7490636704119851,0.1711054359722729,22.881816479400747,2.250936329588015,388.36,4.0,3.0,0.0,2.202,2.4846441947565543,16.0,11.576874999999998,2.202,0.0,155.0,70.0,16,0.0,36.0,14.21,2.58,6.0,7.0,6.0,2.6315420331327415,16.0,88.0,105.0,23.0,1.1278037284854607,105.0,60.0,88.0,70.0,2.9962546816479403,388.36,0.8278079367083281,32.065,2350.64,25.786875,0.3759345761618202,0.7583355400479742,3.0,160.15200000000002,1.4981273408239701,16.0,2.202,2739.0,0.0,2.58,77.0,28.0,25.786875,9.0,58.26985930508214,1.5037383046472808,4.0,16.0,2.0,32.065,7.0,0.3799999999999999,0.0,2.9962546816479403,141.0,2.2
id1865,34,0.0,0.0,0.0,16.165186774958272,10.902102708692786,0.13157710165663694,0.0,44.79026217228465,81.72284644194757,1057.3520599250937,-2.457258072203056,2,0.0,125.26966292134833,0.16874077198903187,0.0,0.06369682815181714,0.7518691523236404,4952412.125549325,9.247191011235955,0.0,7.0,2.0,0.0,0.250936329588015,66.94756554307116,0.5985018726591761,0.0,14.243445692883896,0.7490636704119851,7.0,4.50187265917603,17.756554307116104,0.0,0.5207762075511496,22.981535580524348,2.250936329588015,494.0,4.0,4.0,0.0,0.799,2.4621722846441947,16.0,11.71,0.799,10.0,211.0,14.0,34,0.0,21.0,14.21,2.55,16.0,3.0,16.0,2.6315420331327415,34.0,89.0,120.0,23.0,1.1278037284854607,120.0,60.0,89.0,14.0,2.9962546816479403,494.0,0.30037172635329434,78.96,2245.0,25.92,0.3759345761618202,0.7583355400479742,4.0,113.25700000000002,1.4981273408239701,34.0,0.799,2739.0,0.0,2.55,77.0,29.0,25.92,9.0,79.32219557014407,1.5037383046472808,4.0,16.0,2.0,78.96,10.0,0.34999999999999964,0.0,2.9962546816479403,141.0,2.2
id1866,77,0.0,0.0,0.0,2.5,10.5,0.06499999999999995,0.0,79.5,70.5,1669.805,-2.2640671368137473,2,0.1393436127486149,143.5,0.0392156862745098,0.0,0.1225806451612903,2.0,0.6014246937387095,8.5,0.0,5.0,1.0,0.0,0.5,225.0,0.0,0.004216087244049427,11.5,0.0,7.0,6.0,25.5,0.0,0.3333333333333333,21.16,3.5,600.61,0.0,6.0,0.05203077170698843,0.0,2.265,14.0,13.899999999999999,0.0,7.0,0.0,225.0,77,0.0010540218110123567,5.0,14.21,2.33,23.0,3.0,23.0,2.5,77.0,81.0,141.0,28.0,1.5,141.0,60.0,60.0,225.0,1.0,600.61,0.0,192.217,2138.39,14.21,0.5,0.6299605249474366,6.0,14.982999999999976,2.0,77.0,0.0,2739.0,0.10593459089519046,2.2,82.0,21.0,28.11,9.0,0.0,1.0,2.0,9.0,2.0,192.217,10.0,0.1299999999999999,0.0,1.0,146.0,2.2
id1867,16,0.0,0.0,0.0,27.111111111111114,12.444444444444443,0.16888888888888878,0.0,36.333333333333336,78.66666666666667,1171.9066666666668,-2.446549634271987,2,0.0,117.0,0.22857142857142856,0.0,0.13645920338687756,0.888888888888889,6201705.229957117,2.3333333333333335,0.0,7.0,2.0,0.0,0.3333333333333333,121.66666666666667,1.468,0.03545616572318455,13.666666666666666,0.0,0.0,4.0,11.666666666666666,0.6666666666666666,0.2,21.927916666666665,2.3333333333333335,388.36,4.0,3.0,0.0,2.202,2.4533333333333336,16.0,11.576874999999998,2.202,0.0,155.0,70.0,16,0.007879147938485456,36.0,14.21,2.58,6.0,7.0,6.0,3.111111111111111,16.0,88.0,105.0,23.0,1.3333333333333333,105.0,60.0,88.0,70.0,2.6666666666666665,388.36,0.9786666666666667,32.065,2350.64,25.786875,0.4444444444444445,0.6933612743506347,3.0,160.15200000000002,1.3333333333333333,16.0,2.202,2739.0,0.0,2.58,77.0,28.0,25.786875,9.0,68.8888888888889,1.777777777777778,4.0,16.0,2.0,32.065,7.0,0.3799999999999999,0.0,2.6666666666666665,141.0,2.2
id1868,34,0.0,0.0,0.0,19.11111111111111,12.888888888888891,0.15555555555555545,0.0,48.333333333333336,79.33333333333333,1242.3333333333333,-2.427547187138135,2,0.0,127.0,0.14545454545454545,0.0,0.0684296885019239,0.888888888888889,6574401.656573952,9.0,0.0,7.0,2.0,0.0,0.3333333333333333,84.33333333333333,0.5326666666666667,0.030160805409297664,13.666666666666666,0.6666666666666666,7.0,4.666666666666667,18.333333333333332,0.0,0.49090909090909096,22.01666666666667,2.3333333333333335,494.0,4.0,4.0,0.0,0.799,2.433333333333333,16.0,11.71,0.799,10.0,211.0,14.0,34,0.006702401202066147,21.0,14.21,2.55,16.0,3.0,16.0,3.111111111111111,34.0,89.0,120.0,23.0,1.3333333333333333,120.0,60.0,89.0,14.0,2.6666666666666665,494.0,0.3551111111111111,78.96,2245.0,25.92,0.4444444444444445,0.6933612743506347,4.0,113.25700000000002,1.3333333333333333,34.0,0.799,2739.0,0.0,2.55,77.0,29.0,25.92,9.0,93.77777777777779,1.777777777777778,4.0,16.0,2.0,78.96,10.0,0.34999999999999964,0.0,2.6666666666666665,141.0,2.2
id1869,34,0.0,0.0,0.0,23.111111111111114,12.666666666666666,0.16222222222222213,0.0,42.333333333333336,79.0,1207.1200000000001,-2.4370298896137474,3,0.0,122.0,0.17777777777777776,0.0,0.11336754254816837,0.888888888888889,11025668.183068061,5.666666666666667,0.0,7.0,2.0,0.0,0.3333333333333333,103.0,1.0003333333333333,0.03545616572318455,13.666666666666666,0.3333333333333333,0.0,4.333333333333333,15.0,0.3333333333333333,0.3777777777777778,21.972291666666667,2.3333333333333335,388.36,0.0,3.0,0.0,2.202,2.4433333333333334,16.0,11.71,0.0,0.0,211.0,14.0,34,0.007315771757986724,36.0,14.21,2.58,6.0,10.0,6.0,3.111111111111111,16.0,89.0,105.0,23.0,1.3333333333333333,105.0,60.0,60.0,14.0,2.6666666666666665,388.36,0.8011111111111111,32.065,2350.64,14.21,0.4444444444444445,0.4807498567691361,3.0,160.15200000000002,1.3333333333333333,16.0,2.202,2739.0,0.0,2.2,77.0,29.0,25.92,9.0,81.33333333333333,1.777777777777778,4.0,9.0,2.0,32.065,10.0,0.3799999999999999,0.0,2.6666666666666665,141.0,2.2
id1870,34,0.0,0.2,0.0,4.64,23.68,0.49119999999999997,0.0,28.2,59.4,972.106,-1.7990448166916193,3,0.0,139.0,0.15686274509803924,0.0,0.30386003317162114,0.9600000000000002,8525958.985156298,6.8,0.0,15.0,2.0,0.0,0.4,129.0,0.3196,0.5267942520624656,10.2,0.4,0.0,4.0,10.2,0.0,0.6666666666666667,29.087333333339995,2.2,336.53,0.0,4.0,0.0,0.799,1.936,16.0,62.861666666699996,0.0,7.0,215.0,14.0,34,0.07872033357048053,83.0,10.245,2.55,9.0,10.0,1.0,4.64,19.0,89.0,120.0,16.0,1.44,120.0,3.0,58.0,14.0,1.6,494.0,0.38352,58.933195,1431.47,10.245,0.64,0.5142563181316472,4.0,39.86169999999999,0.8,27.0,0.799,1768.0,0.0,1.88,34.0,86.0,73.1066666667,1.0,92.0,1.9200000000000004,4.0,9.0,1.8,39.0983,10.0,1.73,0.0,1.6,203.0,0.82
